web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684272430-346,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8413,https://www.congress.gov/bill/116th-congress/house-bill/8413?s=10&r=655,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill directs the Department of Defense to enter into memoranda of understanding with state and local jurisdictions to allow a minor who commits a criminal offense on a federal military installation to be referred to the state or local prosecutor for adjudication.
1684272435-347,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8414,https://www.congress.gov/bill/116th-congress/house-bill/8414?s=10&r=654,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires (1) the Office of Apprenticeship within the Department of Labor to enter into an agreement with the Department of Education to promote the integration and alignment of apprenticeship programs with secondary, postsecondary, and adult education; and (2) Labor to award grants to eligible entities to create or expand youth apprenticeship programs."
1684272440-348,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8415,https://www.congress.gov/bill/116th-congress/house-bill/8415?s=10&r=653,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill authorizes the Department of Veterans Affairs to provide certain educational assistance benefits, including housing stipends and allowances, to individuals who are negatively affected by the COVID-19 emergency."
1684272447-349,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8416,https://www.congress.gov/bill/116th-congress/house-bill/8416?s=10&r=652,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill revises the allocation formula used to distribute Community Development Block Grants to metropolitan cities, urban counties, and other areas. Among other changes, the formula (1) incorporates an area's rate of female-headed households with children, and (2) more heavily weights an area's relative poverty rate."
1684272451-350,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8417,https://www.congress.gov/bill/116th-congress/house-bill/8417?s=10&r=651,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill allows participants in health savings accounts to pay for direct primary care service arrangements from such accounts. A direct primary care service arrangement is primary medical care provided by primary care practitioners if the sole compensation for such care is a fixed periodic fee.
1684272456-351,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8418,https://www.congress.gov/bill/116th-congress/house-bill/8418?s=10&r=650,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill allows an increase in the tax deduction for the expenses of elementary and secondary school teachers in 2020 or 2021 for the purchase of personal protective equipment during the COVID-19 (i.e., coronavirus disease 2019) national health emergency. Specifically, the amount of the deduction is increased from $250 to $1,500, and $1,200 of such increase may only be used to purchase personal protective equipment or cleaning supplies to combat the spread of COVID-19. Any unused deduction amount for taxable year 2020 may be carried over to taxable year 2021."
1684272461-352,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8419,https://www.congress.gov/bill/116th-congress/house-bill/8419?s=10&r=649,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill modifies provisions requiring health insurance plans to cover COVID-19 (i.e., coronavirus disease 2019) diagnostic testing services at no cost, without prior authorization, and without medical management requirements. The bill specifies that a plan may not make determinations about the circumstances surrounding individuals' tests, such as why they sought testing or whether they showed symptoms of COVID-19. The bill also specifies that plans may encourage individuals to obtain tests from lower priced providers as long as such efforts do not delay, or impede access to, testing.
 
 The bill also requires the Department of Health and Human Services (HHS) to survey and report on the cash prices of testing services and the compliance of providers with the requirement to publish such prices."
1684272467-353,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8420,https://www.congress.gov/bill/116th-congress/house-bill/8420?s=10&r=648,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes the Truth and Healing Commission on Indian Boarding School Policy in the United States and sets forth its powers, duties, and membership. Among other activities, the commission must study the impacts and ongoing effects of the Indian Boarding School Policy (a federal policy under which American Indian and Alaska Native children were forcibly removed from their family homes and placed in boarding schools) and make recommendations to discontinue the removal of American Indian and Alaska Native children from their families and tribal communities by state social service departments, foster care agencies, and adoption agencies."
1684272473-354,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8421,https://www.congress.gov/bill/116th-congress/house-bill/8421?s=10&r=647,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill provides for assistance for the purchase of smoke inhalation prevention equipment to specified individuals at risk of wildfire smoke-related illness.
1684272478-355,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8422,https://www.congress.gov/bill/116th-congress/house-bill/8422?s=10&r=646,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill provides additional appropriations to the Department of Education for TRIO programs. (These outreach and student services programs identify and provide services to students from disadvantaged backgrounds.)
1684272483-356,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8423,https://www.congress.gov/bill/116th-congress/house-bill/8423?s=10&r=645,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill directs the Department of Agriculture to reimburse institutions that are emergency shelters for meals and supplements provided under the Child and Adult Care Food Program during the COVID-19 (i.e., coronavirus disease 2019) public health emergency to individuals who have not attained the age of 25 and who are receiving assistance from such shelters. Under current law, individuals who are older than age 18 are not eligible to participate in the program."
1684272488-357,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8424,https://www.congress.gov/bill/116th-congress/house-bill/8424?s=10&r=644,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes staggered, 18-year terms for Supreme Court Justices and limits the Senate's advice and consent authority in relation to the appointment of Justices."
1684272495-358,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8425,https://www.congress.gov/bill/116th-congress/house-bill/8425?s=10&r=643,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272501-359,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8426,https://www.congress.gov/bill/116th-congress/house-bill/8426?s=10&r=642,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill adjusts the administration of certain benefits for veterans participating in an apprenticeship or other on-job training during the period between March 1, 2020, and December 21, 2021, including by proportionately reducing the 120-hour monthly training requirement to reflect an individual's period of unemployment without a reduction in training assistance."
1684272506-360,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8427,https://www.congress.gov/bill/116th-congress/house-bill/8427?s=10&r=641,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires the Federal Communications Commission (FCC) to report on enrollment in the Lifeline program. The Lifeline program is designed to reduce the cost of communications services for low-income consumers, and it allows those consumers to qualify for Lifeline assistance based on their receipt of other federal assistance programs (e.g., Medicaid or Federal Public Housing Assistance)."
1684272513-361,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8428,https://www.congress.gov/bill/116th-congress/house-bill/8428?s=10&r=640,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill provides for temporary protected status (TPS) and refugee status for qualifying Hong Kong residents and contains other immigration-related provisions.
1684272519-362,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8429,https://www.congress.gov/bill/116th-congress/house-bill/8429?s=10&r=639,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill addresses climate change preparedness by establishing a council and a task force and requiring each executive agency (excluding the Government Accountability Office) to submit a climate change adaptation plan containing specified elements to the Office of Management and Budget.
1684272525-363,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8430,https://www.congress.gov/bill/116th-congress/house-bill/8430?s=10&r=638,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill appropriates additional amounts for (1) the National Endowment For the Arts, (2) the National Endowment for the Humanities, and (3) the Institute of Museum and Library Services."
1684272530-364,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8431,https://www.congress.gov/bill/116th-congress/house-bill/8431?s=10&r=637,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill authorizes grants and other forms of assistance for small and very small meat and poultry processing establishments, including competitive grants for training programs and activities related to COVID-19 response and recovery."
1684272535-365,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8432,https://www.congress.gov/bill/116th-congress/house-bill/8432?s=10&r=636,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill addresses advanced energy technology implementation, including by requiring the Federal Energy Regulatory Commission to coordinate with the Department of Energy to establish the Advanced Energy Technology Research Initiative to research and provide recommendations on how to improve the modeling, operational, and planning practices used for the bulk electric system."
1684272540-366,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8433,https://www.congress.gov/bill/116th-congress/house-bill/8433?s=10&r=635,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes measures to address global public health risks posed by wildlife markets, which are commercial markets that sell or slaughter wildlife for human consumption as food or medicine in communities where alternative nutritional or protein sources are available."
1684272545-367,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8434,https://www.congress.gov/bill/116th-congress/house-bill/8434?s=10&r=634,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires the Department of the Treasury to establish a Restaurant Reimbursement Program to reimburse restaurants for certain discounts provided to customers.
1684272550-368,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8435,https://www.congress.gov/bill/116th-congress/house-bill/8435?s=10&r=633,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill provides authority for a public authority to allow a disabled veteran to use a high occupancy vehicle (HOV) facility if such veteran has a license plate that clearly identifies the vehicle, a registered transponder, or other method of qualifying identification."
1684272555-369,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8436,https://www.congress.gov/bill/116th-congress/house-bill/8436?s=10&r=632,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill prohibits discrimination in health care based on race, ethnicity, and other characteristics. It also revises reporting requirements, adds equity-related measures to certain Medicare programs, and makes other changes to reduce health disparities."
1684272560-370,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8437,https://www.congress.gov/bill/116th-congress/house-bill/8437?s=10&r=631,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272565-371,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8438,https://www.congress.gov/bill/116th-congress/house-bill/8438?s=10&r=630,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill expands the President's authority to impose sanctions related to Belarus to include activities surrounding the disputed 2020 Belarusian presidential election and subsequent government crackdown. The bill also expands authorized assistance to Belarus.
1684272570-372,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8439,https://www.congress.gov/bill/116th-congress/house-bill/8439?s=10&r=629,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill excludes from gross income, for income tax purposes, any interest allowed and paid upon a tax refund amount."
1684272576-373,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8440,https://www.congress.gov/bill/116th-congress/house-bill/8440?s=10&r=628,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill sets forth tax relief provisions for taxpayers residing in a disaster zone. Specifically, the bill"
1684272579-374,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8441,https://www.congress.gov/bill/116th-congress/house-bill/8441?s=10&r=627,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes temporary programs within the Department of Justice to compensate frontline health care workers or their survivors for disabilities or deaths resulting from COVID-19 (i.e., coronavirus disease 2019). The bill also requires the Centers for Disease Control and Prevention to collect COVID-19 outcome and mortality data for personnel of health care facilities and long-term care facilities and to study the long-term health impacts of COVID-19, including its potential to cause disabilities."
1684272582-375,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8442,https://www.congress.gov/bill/116th-congress/house-bill/8442?s=10&r=626,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill includes ovarian and cervical cancers in the Department of Health and Human Services' national awareness campaign about gynecologic cancers. The campaign must include public service announcements targeting low-income women.
1684272585-376,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8443,https://www.congress.gov/bill/116th-congress/house-bill/8443?s=10&r=625,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires states to consider foster family homes or cottage homes to be the least restrictive setting for children who have attained six years of age and have been removed from their homes, if suitable relatives or other designated caregivers are not available. A cottage home is a residential operation"
1684272588-377,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8444,https://www.congress.gov/bill/116th-congress/house-bill/8444?s=10&r=624,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Health and Human Services to enter into an agreement with the National Academy of Medicine to study coordination and standardization of vital-statistics reporting and data sharing between federal, state, and local agencies."
1684272591-378,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8445,https://www.congress.gov/bill/116th-congress/house-bill/8445?s=10&r=623,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill establishes measures to deter money laundering by Hezbollah in Lebanon and Latin America.
1684272594-379,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8446,https://www.congress.gov/bill/116th-congress/house-bill/8446?s=10&r=622,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes in certain Utah counties (1) the Escalante Canyons National Park and Preserve within the Escalante Canyons National Monument, (2) the Grand Staircase National Monument, and (3) the Kaiparowits National Monument."
1684272597-380,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8447,https://www.congress.gov/bill/116th-congress/house-bill/8447?s=10&r=621,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill authorizes the Department of Transportation to make direct loans to eligible entities (i.e., grant recipients for buses and bus facilities or state and local governmental entities that operate fixed route bus service) for the costs of acquiring electric or fuel cell buses (zero emission vehicles) and for technical assistance in connection with such acquisition and related infrastructure."
1684272600-381,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8448,https://www.congress.gov/bill/116th-congress/house-bill/8448?s=10&r=620,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272603-382,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8449,https://www.congress.gov/bill/116th-congress/house-bill/8449?s=10&r=619,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Veterans Affairs (VA) to implement a pilot program establishing a working group in the Office of Mental Health and Suicide Prevention to collect and analyze data regarding on-campus (i.e., on VA property) suicides and on-campus attempted suicides by veterans. The working group is authorized to implement improvements to the process by which the VA collects data related to on-campus suicides to unify the disparate sources of such data."
1684272606-383,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8450,https://www.congress.gov/bill/116th-congress/house-bill/8450?s=10&r=618,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272609-384,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8451,https://www.congress.gov/bill/116th-congress/house-bill/8451?s=10&r=617,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill expands eligible activities under the Community Development Block Grant program to include payment of costs incurred by a local government in digitizing, and publishing online, information regarding violations of laws and regulations related to housing construction and safety. The bill also requires a local government, as a condition of grant eligibility in FY2026 or later, to collect and make publicly available such information upon request."
1684272612-385,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8452,https://www.congress.gov/bill/116th-congress/house-bill/8452?s=10&r=616,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill expands protections for whistle-blowers, including by modifying the elements for certain criminal offenses involving espionage, expanding the entities and individuals who may receive disclosures containing classified information, and providing an affirmative defense for certain conduct."
1684272615-386,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8453,https://www.congress.gov/bill/116th-congress/house-bill/8453?s=10&r=615,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272618-387,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8454,https://www.congress.gov/bill/116th-congress/house-bill/8454?s=10&r=614,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill revises the framework governing the prevention of online sexual exploitation of children.
1684272623-388,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8455,https://www.congress.gov/bill/116th-congress/house-bill/8455?s=10&r=613,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill directs the Department of the Interior to establish the Advisory Committee on Reconciliation in Place Names to advise the Board on Geographic Names on renaming geographic features with offensive place names. Generally, an offensive place name is a place name or land unit that recognizes an individual who held racially repugnant views, contains a racial or sexist slur, or is derogatory or otherwise offensive."
1684272626-389,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8456,https://www.congress.gov/bill/116th-congress/house-bill/8456?s=10&r=612,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill increases criminal penalties for federal election fraud and voter intimidation.
1684272629-390,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8457,https://www.congress.gov/bill/116th-congress/house-bill/8457?s=10&r=611,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill restores leave that is lost by federal employees during a public health emergency relating to a pandemic. Specifically, the bill restores leave for employees of the executive, legislative, and judicial branches of government that was lost because the employee's accumulated leave exceeded the maximum amount that is otherwise allowable."
1684272632-391,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8458,https://www.congress.gov/bill/116th-congress/house-bill/8458?s=10&r=610,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires issuers of securities to disclose regularly information related to claims of
1684272635-392,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8459,https://www.congress.gov/bill/116th-congress/house-bill/8459?s=10&r=609,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill establishes requirements for federal judicial nomination communications (i.e., advertisements)."
1684272638-393,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8460,https://www.congress.gov/bill/116th-congress/house-bill/8460?s=10&r=608,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,"This bill prohibits the use of corporal punishment in schools that receive federal funding. It also establishes enforcement provisions, including a private right of action for a student who has been subjected to corporal punishment, and creates a grant program for state educational agencies to implement positive behavioral interventions and supports to address student behavior and reduce exclusionary and aversive discipline practices."
1684272641-394,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8461,https://www.congress.gov/bill/116th-congress/house-bill/8461?s=10&r=607,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,
1684272644-395,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8462,https://www.congress.gov/bill/116th-congress/house-bill/8462?s=10&r=606,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires federal agencies to take specified actions to evaluate and mitigate the risk of floods to federally funded projects.
1684272648-396,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=3,H.R.8463,https://www.congress.gov/bill/116th-congress/house-bill/8463?s=10&r=605,Required Minimum Distribution Modernization Act of 2020,Committees: House - Ways and Means,This bill requires the Office of the Director of National Intelligence to report on foreign interference in U.S. elections and requires the President to impose sanctions if such interference occurred and the government of Russia was responsible.
